Player_name,Player_url,Nation,Pos,Age,MP,Starts,Min,Team
Matthijs de Ligt,https://fbref.com/en/players/d6e53a3a/Matthijs-de-Ligt,NED,DF, 24,29,25,2123,Manchester Utd
Alejandro Garnacho,https://fbref.com/en/players/7aa8adfe/Alejandro-Garnacho,ARG,"MF,FW", 20,36,23,2199,Manchester Utd
Rasmus Højlund,https://fbref.com/en/players/491a433d/Rasmus-Hojlund,DEN,FW, 21,32,23,2004,Manchester Utd
Manuel Ugarte Ribeiro,https://fbref.com/en/players/c9817014/Manuel-Ugarte-Ribeiro,URU,MF, 23,29,22,1785,Manchester Utd
Amad Diallo,https://fbref.com/en/players/9dc96f10/Amad-Diallo,CIV,"MF,FW", 22,26,20,1901,Manchester Utd
Lisandro Martínez,https://fbref.com/en/players/bac46a10/Lisandro-Martinez,ARG,DF, 26,20,20,1751,Manchester Utd
Harry Maguire,https://fbref.com/en/players/d8931174/Harry-Maguire,ENG,DF, 31,27,19,1758,Manchester Utd
Kobbie Mainoo,https://fbref.com/en/players/c6220452/Kobbie-Mainoo,ENG,MF, 19,25,19,1651,Manchester Utd
Casemiro,https://fbref.com/en/players/4d224fe8/Casemiro,BRA,MF, 32,24,18,1494,Manchester Utd
Joshua Zirkzee,https://fbref.com/en/players/028e70b9/Joshua-Zirkzee,NED,"FW,MF", 23,32,14,1402,Manchester Utd
Leny Yoro,https://fbref.com/en/players/6763f716/Leny-Yoro,FRA,DF, 18,21,12,1165,Manchester Utd
Marcus Rashford,https://fbref.com/en/players/a1d5bd30/Marcus-Rashford,ENG,"FW,MF", 26,15,12,978,Manchester Utd
Christian Eriksen,https://fbref.com/en/players/980522ec/Christian-Eriksen,DEN,MF, 32,23,11,1061,Manchester Utd
Patrick Dorgu,https://fbref.com/en/players/e6536124/Patrick-Dorgu,DEN,DF, 19,12,10,842,Manchester Utd
Mason Mount,https://fbref.com/en/players/9674002f/Mason-Mount,ENG,MF, 25,17,8,622,Manchester Utd
Victor Lindelöf,https://fbref.com/en/players/f5deef4c/Victor-Lindelof,SWE,DF, 30,16,6,704,Manchester Utd
Altay Bayındır,https://fbref.com/en/players/072e68ed/Altay-Bayindir,TUR,GK, 26,4,4,360,Manchester Utd
Luke Shaw,https://fbref.com/en/players/9c94165b/Luke-Shaw,ENG,DF, 29,7,4,349,Manchester Utd
Harry Amass,https://fbref.com/en/players/7b47100c/Harry-Amass,ENG,DF, 17,5,4,346,Manchester Utd
Jonny Evans,https://fbref.com/en/players/f8fcd2a5/Jonny-Evans,NIR,DF, 36,7,3,315,Manchester Utd
Ayden Heaven,https://fbref.com/en/players/64e17fab/Ayden-Heaven,ENG,DF, 17,4,2,170,Manchester Utd
Tyler Fredricson,https://fbref.com/en/players/58630379/Tyler-Fredricson,ENG,DF, 19,2,2,165,Manchester Utd
Tyrell Malacia,https://fbref.com/en/players/6b6c793c/Tyrell-Malacia,NED,DF, 24,3,2,100,Manchester Utd
Chidozie Obi-Martin,https://fbref.com/en/players/0c9bfc3b/Chidozie-Obi-Martin,DEN,FW, 16,7,1,165,Manchester Utd
Toby Collyer,https://fbref.com/en/players/4f9091bc/Toby-Collyer,ENG,MF, 20,6,0,179,Manchester Utd
Antony,https://fbref.com/en/players/99127249/Antony,BRA,"DF,MF", 24,8,0,141,Manchester Utd
Scott McTominay,https://fbref.com/en/players/d93c2511/Scott-McTominay,SCO,MF, 27,2,0,19,Manchester Utd
Rayan Aït-Nouri,https://fbref.com/en/players/9b398aea/Rayan-Ait-Nouri,ALG,DF, 23,37,37,3109,Wolves
João Gomes,https://fbref.com/en/players/8b57ad2c/Joao-Gomes,BRA,MF, 23,36,35,2974,Wolves
Nélson Semedo,https://fbref.com/en/players/d04b94db/Nelson-Semedo,POR,DF, 30,34,32,2886,Wolves
André,https://fbref.com/en/players/ec604e2c/Andre,BRA,MF, 23,33,31,2472,Wolves
Toti Gomes,https://fbref.com/en/players/f0caab96/Toti-Gomes,POR,DF, 25,31,30,2614,Wolves
Jørgen Strand Larsen,https://fbref.com/en/players/f553b2b3/Jorgen-Strand-Larsen,NOR,FW, 24,35,30,2587,Wolves
José Sá,https://fbref.com/en/players/903b6e8b/Jose-Sa,POR,GK, 31,29,29,2609,Wolves
Matheus Cunha,https://fbref.com/en/players/dc62b55d/Matheus-Cunha,BRA,"MF,FW", 25,33,29,2597,Wolves
Matt Doherty,https://fbref.com/en/players/d557d734/Matt-Doherty,IRL,DF, 32,30,25,2109,Wolves
Jean-Ricner Bellegarde,https://fbref.com/en/players/10f0fdd3/Jean-Ricner-Bellegarde,FRA,"MF,FW", 26,35,20,1677,Wolves
Santiago Bueno,https://fbref.com/en/players/edc98fac/Santiago-Bueno,URU,DF, 25,29,18,1687,Wolves
Emmanuel Agbadou,https://fbref.com/en/players/75f1ed80/Emmanuel-Agbadou,CIV,DF, 27,16,16,1410,Wolves
Mario Lemina,https://fbref.com/en/players/2b471f99/Mario-Lemina,GAB,"MF,DF", 30,17,15,1364,Wolves
Marshall Munetsi,https://fbref.com/en/players/2acf0cd7/Marshall-Munetsi,ZIM,"MF,FW", 28,14,12,1078,Wolves
Gonçalo Guedes,https://fbref.com/en/players/e6bc67d7/Goncalo-Guedes,POR,"MF,FW", 27,29,10,995,Wolves
Craig Dawson,https://fbref.com/en/players/3e9e06cb/Craig-Dawson,ENG,DF, 34,15,10,971,Wolves
Pablo Sarabia,https://fbref.com/en/players/9744ff80/Pablo-Sarabia,ESP,"MF,FW", 32,23,7,814,Wolves
Rodrigo Gomes,https://fbref.com/en/players/8dcf77c0/Rodrigo-Gomes,POR,"DF,FW", 21,25,7,810,Wolves
Sam Johnstone,https://fbref.com/en/players/9e5708be/Sam-Johnstone,ENG,GK, 31,7,7,630,Wolves
Hwang Hee-chan,https://fbref.com/en/players/169fd162/Hwang-Hee-chan,KOR,"MF,FW", 28,21,5,661,Wolves
Yerson Mosquera,https://fbref.com/en/players/1e159d70/Yerson-Mosquera,COL,DF, 23,5,5,441,Wolves
Tommy Doyle,https://fbref.com/en/players/5526deb1/Tommy-Doyle,ENG,MF, 22,24,3,488,Wolves
Daniel Bentley,https://fbref.com/en/players/68db6358/Daniel-Bentley,ENG,GK, 31,2,2,180,Wolves
Carlos Forbs,https://fbref.com/en/players/8a310070/Carlos-Forbs,POR,"MF,FW", 20,10,1,239,Wolves
Pedro Lima,https://fbref.com/en/players/b2f4cad5/Pedro-Lima,BRA,DF, 18,3,1,70,Wolves
Nasser Djiga,https://fbref.com/en/players/1a7a4d84/Nasser-Djiga,BFA,DF, 21,5,1,66,Wolves
Daniel Podence,https://fbref.com/en/players/7fcc71d8/Daniel-Podence,POR,"MF,FW", 28,2,0,48,Wolves
Chiquinho,https://fbref.com/en/players/dc6c2f02/Chiquinho,POR,MF, 24,1,0,7,Wolves
Mateus Mane,https://fbref.com/en/players/c15cb409/Mateus-Mane,,MF, ,1,0,2,Wolves
Tom King,https://fbref.com/en/players/5791b997/Tom-King,WAL,GK, 29,1,0,1,Wolves
Alfie Pond,https://fbref.com/en/players/039c3d96/Alfie-Pond,ENG,DF, 20,1,0,1,Wolves
Boubacar Traoré,https://fbref.com/en/players/999ceb5f/Boubacar-Traore,MLI,MF, 22,1,0,1,Wolves
Pedro Porro,https://fbref.com/en/players/27d0a506/Pedro-Porro,ESP,DF, 24,33,28,2610,Tottenham
Dejan Kulusevski,https://fbref.com/en/players/df3cda47/Dejan-Kulusevski,SWE,"MF,FW", 24,32,27,2389,Tottenham
Dominic Solanke,https://fbref.com/en/players/e77dc3b2/Dominic-Solanke,ENG,FW, 26,27,25,2201,Tottenham
Brennan Johnson,https://fbref.com/en/players/0cd31129/Brennan-Johnson,WAL,FW, 23,33,24,2177,Tottenham
Guglielmo Vicario,https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario,ITA,GK, 27,24,24,2160,Tottenham
Son Heung-min,https://fbref.com/en/players/92e7e919/Son-Heung-min,KOR,FW, 32,30,24,2110,Tottenham
Destiny Udogie,https://fbref.com/en/players/7cd520e8/Destiny-Udogie,ITA,DF, 21,25,24,1924,Tottenham
Pape Matar Sarr,https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr,SEN,MF, 21,36,22,1913,Tottenham
James Maddison,https://fbref.com/en/players/ee38d9c5/James-Maddison,ENG,MF, 27,31,21,1809,Tottenham
Rodrigo Bentancur,https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur,URU,MF, 27,26,21,1645,Tottenham
Djed Spence,https://fbref.com/en/players/9bc9a519/Djed-Spence,ENG,DF, 23,25,19,1792,Tottenham
Archie Gray,https://fbref.com/en/players/f58515f5/Archie-Gray,ENG,"DF,MF", 18,28,19,1751,Tottenham
Cristian Romero,https://fbref.com/en/players/a3d94a58/Cristian-Romero,ARG,DF, 26,18,18,1416,Tottenham
Yves Bissouma,https://fbref.com/en/players/6c203af0/Yves-Bissouma,MLI,MF, 27,28,16,1408,Tottenham
Ben Davies,https://fbref.com/en/players/44781702/Ben-Davies,WAL,DF, 31,17,14,1331,Tottenham
Radu Drăgușin,https://fbref.com/en/players/620922ed/Radu-Dragusin,ROU,DF, 22,16,14,1252,Tottenham
Micky van de Ven,https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven,NED,DF, 23,13,12,1015,Tottenham
Lucas Bergvall,https://fbref.com/en/players/a109e5c8/Lucas-Bergvall,SWE,MF, 18,27,11,1212,Tottenham
Mathys Tel,https://fbref.com/en/players/829aa60c/Mathys-Tel,FRA,FW, 19,13,11,911,Tottenham
Wilson Odobert,https://fbref.com/en/players/35516eac/Wilson-Odobert,FRA,"FW,MF", 19,16,9,850,Tottenham
Kevin Danso,https://fbref.com/en/players/6e33125f/Kevin-Danso,AUT,DF, 25,10,9,842,Tottenham
Fraser Forster,https://fbref.com/en/players/c3e39f12/Fraser-Forster,ENG,GK, 36,7,7,630,Tottenham
Antonín Kinský,https://fbref.com/en/players/b38ac6a4/Antonin-Kinsky,CZE,GK, 21,6,6,540,Tottenham
Timo Werner,https://fbref.com/en/players/49fe9070/Timo-Werner,GER,"FW,MF", 28,18,4,516,Tottenham
Richarlison,https://fbref.com/en/players/fa031b34/Richarlison,BRA,FW, 27,15,4,504,Tottenham
Mikey Moore,https://fbref.com/en/players/00953a9d/Mikey-Moore,ENG,FW, 16,10,3,366,Tottenham
Sergio Reguilón,https://fbref.com/en/players/3353737a/Sergio-Reguilon,ESP,DF, 27,4,1,196,Tottenham
Brandon Austin,https://fbref.com/en/players/5e253986/Brandon-Austin,ENG,GK, 25,1,1,90,Tottenham
Dane Scarlett,https://fbref.com/en/players/21945a9e/Dane-Scarlett,ENG,"FW,MF", 20,3,0,34,Tottenham
Alfie Dorrington,https://fbref.com/en/players/ac1ef440/Alfie-Dorrington,ENG,DF, 19,1,0,14,Tottenham
Will Lankshear,https://fbref.com/en/players/92df535b/Will-Lankshear,ENG,"FW,MF", 19,3,0,11,Tottenham
Jamie Vardy,https://fbref.com/en/players/45963054/Jamie-Vardy,ENG,FW, 37,35,35,2823,Leicester City
James Justin,https://fbref.com/en/players/fb614c44/James-Justin,ENG,DF, 26,36,34,2912,Leicester City
Wout Faes,https://fbref.com/en/players/9c221d14/Wout-Faes,BEL,DF, 26,34,30,2815,Leicester City
Victor Bernth Kristiansen,https://fbref.com/en/players/505486d6/Victor-Bernth-Kristiansen,DEN,DF, 21,30,29,2482,Leicester City
Wilfred Ndidi,https://fbref.com/en/players/6b47c5db/Wilfred-Ndidi,NGA,MF, 27,28,28,2324,Leicester City
Mads Hermansen,https://fbref.com/en/players/c924b17d/Mads-Hermansen,DEN,GK, 24,27,27,2385,Leicester City
Bilal El Khannouss,https://fbref.com/en/players/f7042636/Bilal-El-Khannouss,MAR,"MF,FW", 20,32,27,2182,Leicester City
Boubakary Soumaré,https://fbref.com/en/players/ae59b359/Boubakary-Soumare,FRA,MF, 25,31,25,2171,Leicester City
Conor Coady,https://fbref.com/en/players/2928dca2/Conor-Coady,ENG,DF, 31,22,19,1714,Leicester City
Jordan Ayew,https://fbref.com/en/players/da052c14/Jordan-Ayew,GHA,"FW,MF", 32,30,19,1638,Leicester City
Harry Winks,https://fbref.com/en/players/2f7acede/Harry-Winks,ENG,MF, 28,22,17,1538,Leicester City
Stephy Mavididi,https://fbref.com/en/players/30144daa/Stephy-Mavididi,ENG,FW, 26,30,16,1615,Leicester City
Jannik Vestergaard,https://fbref.com/en/players/1900032e/Jannik-Vestergaard,DEN,DF, 31,18,16,1391,Leicester City
Facundo Buonanotte,https://fbref.com/en/players/468a7a91/Facundo-Buonanotte,ARG,"FW,MF", 19,31,14,1523,Leicester City
Luke Thomas,https://fbref.com/en/players/fc027d02/Luke-Thomas,ENG,DF, 23,14,13,1110,Leicester City
Caleb Okoli,https://fbref.com/en/players/8ec109e6/Caleb-Okoli,ITA,DF, 23,19,12,1125,Leicester City
Oliver Skipp,https://fbref.com/en/players/6250083a/Oliver-Skipp,ENG,MF, 23,24,10,1129,Leicester City
Jakub Stolarczyk,https://fbref.com/en/players/a4a76b3d/Jakub-Stolarczyk,POL,GK, 23,10,10,900,Leicester City
Kasey McAteer,https://fbref.com/en/players/b2c66859/Kasey-McAteer,IRL,FW, 22,18,9,852,Leicester City
Bobby De Cordova-Reid,https://fbref.com/en/players/0f7533cd/Bobby-De-Cordova-Reid,JAM,FW, 31,23,9,744,Leicester City
Patson Daka,https://fbref.com/en/players/ca45605e/Patson-Daka,ZAM,"FW,MF", 25,23,6,736,Leicester City
Abdul Fatawu Issahaku,https://fbref.com/en/players/bceda5ff/Abdul-Fatawu-Issahaku,GHA,FW, 20,11,6,579,Leicester City
Ricardo Pereira,https://fbref.com/en/players/75a72a99/Ricardo-Pereira,POR,DF, 30,10,4,388,Leicester City
Danny Ward,https://fbref.com/en/players/d3ce0e89/Danny-Ward,WAL,GK, 31,2,1,135,Leicester City
Hamza Choudhury,https://fbref.com/en/players/7d2d3329/Hamza-Choudhury,BAN,"MF,DF", 26,4,1,131,Leicester City
Woyo Coulibaly,https://fbref.com/en/players/beb6e3a6/Woyo-Coulibaly,MLI,DF, 25,4,1,109,Leicester City
Jeremy Monga,https://fbref.com/en/players/4c168d3a/Jeremy-Monga,,"FW,MF", ,7,0,112,Leicester City
Odsonne Édouard,https://fbref.com/en/players/0562b7f1/Odsonne-Edouard,FRA,FW, 26,4,0,29,Leicester City
Jake Evans,https://fbref.com/en/players/cb7bcef0/Jake-Evans,,FW, ,4,0,24,Leicester City
Olabade Aluko,https://fbref.com/en/players/12bb637a/Olabade-Aluko,,DF, ,1,0,2,Leicester City
Will Alves,https://fbref.com/en/players/39ef5a7b/Will-Alves,ENG,FW, 19,1,0,1,Leicester City
Michael Golding,https://fbref.com/en/players/67c5e0e8/Michael-Golding,ENG,MF, 18,1,0,1,Leicester City
Dara O'Shea,https://fbref.com/en/players/1d042188/Dara-OShea,IRL,DF, 25,35,35,3122,Ipswich Town
Leif Davis,https://fbref.com/en/players/8574c61f/Leif-Davis,ENG,DF, 24,33,32,2743,Ipswich Town
Liam Delap,https://fbref.com/en/players/dd897ee7/Liam-Delap,ENG,FW, 21,37,32,2593,Ipswich Town
Sam Morsy,https://fbref.com/en/players/a23c0949/Sam-Morsy,EGY,MF, 32,33,31,2751,Ipswich Town
Omari Hutchinson,https://fbref.com/en/players/bd9553e6/Omari-Hutchinson,ENG,"MF,FW", 20,31,30,2583,Ipswich Town
Jacob Greaves,https://fbref.com/en/players/1f169636/Jacob-Greaves,ENG,DF, 23,25,25,2205,Ipswich Town
Jens Cajuste,https://fbref.com/en/players/928a4a61/Jens-Cajuste,SWE,MF, 24,30,25,1959,Ipswich Town
Axel Tuanzebe,https://fbref.com/en/players/2baec6ce/Axel-Tuanzebe,COD,DF, 26,22,20,1710,Ipswich Town
Arijanet Muric,https://fbref.com/en/players/99aa1a84/Arijanet-Muric,KVX,GK, 25,18,18,1620,Ipswich Town
Cameron Burgess,https://fbref.com/en/players/da61ca98/Cameron-Burgess,AUS,DF, 28,18,16,1541,Ipswich Town
Ben Johnson,https://fbref.com/en/players/9319781b/Ben-Johnson,ENG,"DF,FW", 24,23,14,1354,Ipswich Town
Kalvin Phillips,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,ENG,MF, 28,19,14,1237,Ipswich Town
Alex Palmer,https://fbref.com/en/players/6ea97fd5/Alex-Palmer,ENG,GK, 27,13,13,1170,Ipswich Town
Sammie Szmodics,https://fbref.com/en/players/39944392/Sammie-Szmodics,IRL,"FW,MF", 28,20,13,992,Ipswich Town
Luke Woolfenden,https://fbref.com/en/players/e28e9bec/Luke-Woolfenden,ENG,DF, 25,15,12,1187,Ipswich Town
Jack Clarke,https://fbref.com/en/players/e16932d8/Jack-Clarke,ENG,"FW,MF", 23,32,12,1181,Ipswich Town
Wes Burns,https://fbref.com/en/players/b3fe23c6/Wes-Burns,WAL,"FW,DF", 29,18,12,926,Ipswich Town
Julio Enciso,https://fbref.com/en/players/9cfbad36/Julio-Enciso,PAR,"MF,FW", 20,13,12,869,Ipswich Town
Conor Chaplin,https://fbref.com/en/players/4ec55b87/Conor-Chaplin,ENG,"MF,FW", 27,22,10,857,Ipswich Town
Nathan Broadhead,https://fbref.com/en/players/43309491/Nathan-Broadhead,WAL,"MF,FW", 26,18,7,702,Ipswich Town
Christian Walton,https://fbref.com/en/players/c666574f/Christian-Walton,ENG,GK, 28,7,7,630,Ipswich Town
George Hirst,https://fbref.com/en/players/78e87179/George-Hirst,SCO,FW, 25,26,5,661,Ipswich Town
Jaden Philogene Bidace,https://fbref.com/en/players/19f4d211/Jaden-Philogene-Bidace,ENG,"FW,DF", 22,10,5,474,Ipswich Town
Jack Taylor,https://fbref.com/en/players/48eed8d5/Jack-Taylor,IRL,MF, 26,32,4,860,Ipswich Town
Harry Clarke,https://fbref.com/en/players/a64f2573/Harry-Clarke,ENG,DF, 23,7,4,379,Ipswich Town
Conor Townsend,https://fbref.com/en/players/4dc4f138/Conor-Townsend,ENG,DF, 31,6,3,335,Ipswich Town
Chiedozie Ogbene,https://fbref.com/en/players/788c0277/Chiedozie-Ogbene,IRL,FW, 27,5,3,238,Ipswich Town
Massimo Luongo,https://fbref.com/en/players/967ac6e1/Massimo-Luongo,AUS,MF, 31,11,2,201,Ipswich Town
Ben Godfrey,https://fbref.com/en/players/9f7c837d/Ben-Godfrey,ENG,DF, 26,3,2,159,Ipswich Town
Ali Al Hamadi,https://fbref.com/en/players/8450467d/Ali-Al-Hamadi,IRQ,FW, 22,11,0,134,Ipswich Town
Marcus Harness,https://fbref.com/en/players/90e9ca3d/Marcus-Harness,ENG,MF, 28,2,0,45,Ipswich Town
George Edmundson,https://fbref.com/en/players/46ff3923/George-Edmundson,ENG,DF, 26,1,0,2,Ipswich Town
Mateus Fernandes,https://fbref.com/en/players/ef491564/Mateus-Fernandes,POR,MF, 20,36,34,2909,Southampton
Kyle Walker-Peters,https://fbref.com/en/players/984a5a64/Kyle-Walker-Peters,ENG,DF, 27,33,33,2918,Southampton
Taylor Harwood-Bellis,https://fbref.com/en/players/47327321/Taylor-Harwood-Bellis,ENG,DF, 22,34,32,2825,Southampton
Aaron Ramsdale,https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale,ENG,GK, 26,30,30,2700,Southampton
Jan Bednarek,https://fbref.com/en/players/4115ce4e/Jan-Bednarek,POL,DF, 28,30,30,2531,Southampton
Flynn Downes,https://fbref.com/en/players/69fdb896/Flynn-Downes,ENG,MF, 25,27,25,2151,Southampton
Joe Aribo,https://fbref.com/en/players/328f7d51/Joe-Aribo,NGA,"MF,DF", 28,32,21,2013,Southampton
Tyler Dibling,https://fbref.com/en/players/bdcc89ae/Tyler-Dibling,ENG,"FW,MF", 18,33,20,1874,Southampton
Lesley Ugochukwu,https://fbref.com/en/players/1df4a109/Lesley-Ugochukwu,FRA,MF, 20,26,18,1655,Southampton
Ryan Manning,https://fbref.com/en/players/847b53eb/Ryan-Manning,IRL,"DF,MF", 28,24,18,1462,Southampton
Kamaldeen Sulemana,https://fbref.com/en/players/a62f8bf1/Kamaldeen-Sulemana,GHA,"FW,MF", 22,26,17,1402,Southampton
Jack Stephens,https://fbref.com/en/players/6adbc307/Jack-Stephens,ENG,DF, 30,19,17,1389,Southampton
Yukinari Sugawara,https://fbref.com/en/players/580bcd18/Yukinari-Sugawara,JPN,"DF,MF", 24,30,16,1557,Southampton
Adam Armstrong,https://fbref.com/en/players/68c720b5/Adam-Armstrong,ENG,"FW,MF", 27,20,15,1248,Southampton
Cameron Archer,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,ENG,FW, 23,35,13,1441,Southampton
James Bree,https://fbref.com/en/players/c07b7c5c/James-Bree,ENG,DF, 26,17,13,1075,Southampton
Paul Onuachu,https://fbref.com/en/players/c06d1086/Paul-Onuachu,NGA,FW, 30,25,11,1050,Southampton
Nathan Wood-Gordon,https://fbref.com/en/players/4ccf2d5b/Nathan-Wood-Gordon,ENG,DF, 22,11,9,773,Southampton
William Smallbone,https://fbref.com/en/players/5e105217/William-Smallbone,IRL,MF, 24,18,6,690,Southampton
Welington,https://fbref.com/en/players/a7f95b1f/Welington,BRA,DF, 23,10,6,482,Southampton
Alex McCarthy,https://fbref.com/en/players/36c2ca73/Alex-McCarthy,ENG,GK, 34,5,5,450,Southampton
Adam Lallana,https://fbref.com/en/players/99813635/Adam-Lallana,ENG,MF, 36,14,5,361,Southampton
Ben Brereton,https://fbref.com/en/players/57827369/Ben-Brereton,CHI,FW, 25,10,4,449,Southampton
Ross Stewart,https://fbref.com/en/players/18986367/Ross-Stewart,SCO,FW, 28,12,4,389,Southampton
Ryan Fraser,https://fbref.com/en/players/d56543a0/Ryan-Fraser,SCO,"FW,DF", 30,8,4,306,Southampton
Charlie Taylor,https://fbref.com/en/players/cc2d7ad5/Charlie-Taylor,ENG,DF, 30,8,3,356,Southampton
Joe Lumley,https://fbref.com/en/players/bdf3a08e/Joe-Lumley,ENG,GK, 29,3,3,270,Southampton
Armel Bella Kotchap,https://fbref.com/en/players/a39d11bc/Armel-Bella-Kotchap,GER,DF, 22,4,2,331,Southampton
Albert Grønbaek,https://fbref.com/en/players/0da5076f/Albert-Gronbaek,DEN,"FW,MF", 23,4,2,143,Southampton
Jay Robinson,https://fbref.com/en/players/2a616c85/Jay-Robinson,ENG,"MF,FW", 17,4,1,137,Southampton
Maxwel Cornet,https://fbref.com/en/players/beb391dd/Maxwel-Cornet,CIV,FW, 27,2,1,72,Southampton
Samuel Edozie,https://fbref.com/en/players/007414dd/Samuel-Edozie,ENG,"DF,FW", 21,2,0,65,Southampton
Samuel Amo-Ameyaw,https://fbref.com/en/players/9eedf0e0/Samuel-Amo-Ameyaw,ENG,"FW,DF", 18,2,0,28,Southampton
Joachim Kayi Sanda,https://fbref.com/en/players/e2b2a181/Joachim-Kayi-Sanda,FRA,DF, 17,2,0,14,Southampton
Ronnie Edwards,https://fbref.com/en/players/be90c4b0/Ronnie-Edwards,ENG,DF, 21,1,0,12,Southampton
Carlos Alcaraz,https://fbref.com/en/players/4abac767/Carlos-Alcaraz,ARG,MF, 21,1,0,10,Southampton
